index_1,index_2,index_3,index_4,index_5,index_6,index_7,index_8,index_9,index_10,index_11,index_12,index_13,index_14,index_15,index_16,index_17,index_18,index_19,index_20,index_21,index_22,index_23,index_24,index_25,index_26,index_27,index_28,index_29,index_30,index_31,index_32,index_33,index_34,index_35,index_36,index_37,index_38,index_39,index_40,index_41,index_42,index_43,index_44,index_45,index_46,index_47,index_48,index_49,index_50,index_51,index_52,index_53,index_54,index_55,index_56,index_57,index_58,index_59,index_60,index_61,index_62,index_63,index_64,index_65,index_66,index_67,index_68,index_69,index_70,index_71,index_72,index_73,index_74,index_75,index_76,index_77,index_78,index_79,index_80,index_81,index_82,index_83,index_84,index_85,index_86,index_87,index_88,index_89,index_90,index_91,index_92,index_93,index_94,index_95,index_96,index_97,index_98,index_99,index_100,label
0.017176404,0.012584449,0.023732905,-0.052013789,-0.173936762,-0.231124202,-0.025550426,0.37257726,-0.184351134,-0.229165044,-0.077924843,-0.143825885,0.011590405,0.036903456,0.009864336,-0.04785716,0.079353219,-0.096059233,0.005446706,-0.247974591,0.173110753,0.058994523,0.092929493,-0.111413495,0.050081686,-0.02839149,-0.099534296,-0.055049904,-0.101200481,0.012890476,0.114526893,0.028310863,0.061875955,-0.186359337,-0.041872136,0.09348855,-0.023154992,-0.149250979,-0.009589477,-0.230106263,-0.011935235,-0.255748065,-0.039283578,0.056939969,0.116829717,-0.136283177,-0.114017164,-0.154097051,0.03324811,0.133644116,0.111725098,-0.148454424,0.028884214,-0.042765316,0.033806793,0.097071088,-0.005673647,0.046733717,-0.159361099,-0.016119465,0.026905521,0.045944441,0.158110815,0.15706443,-0.13286643,0.125479889,0.083034746,0.166744108,-0.207988961,0.199071141,0.001786627,0.095113468,0.075480747,-0.067241832,0.177452712,0.185576049,-0.002629379,0.064344082,-0.058094963,0.062692285,-0.098792495,-0.110122702,-0.182251093,0.196726282,-0.04731142,-0.08336761,0.093044946,0.16766298,0.221291491,-0.03385435,0.163173934,0.021415852,0.007123318,-0.016242235,0.190366792,0.061140881,0.006164789,-0.177867652,-0.137081669,-0.129446597,P
0.01815467,0.02534815,0.047342662,-0.027721883,-0.137370914,-0.177500353,-0.079743299,0.324603949,-0.118321161,-0.142039496,-0.103688749,-0.190922062,0.009438337,0.079615377,-0.044465541,-0.093911761,0.023206238,-0.093406139,-0.009446353,-0.287107988,0.153500346,0.012179366,0.030434093,-0.129390962,0.048695578,-0.042324499,-0.091687316,-0.065387285,-0.150828711,-0.001601012,0.065598692,0.080658685,0.084768208,-0.131851066,-0.020302133,0.047669442,-0.111731302,-0.170932112,0.037040135,-0.25977548,-0.021247071,-0.300011392,-0.016090437,0.004771873,0.100905187,-0.161570502,-0.143947272,-0.144979667,0.053762686,0.117784474,0.136510738,-0.163552739,0.001944415,-0.031358779,0.041417871,0.082437319,-0.015498425,0.072689374,-0.130184757,-0.009463253,0.079236001,-0.005674342,0.130039638,0.151256018,-0.155958702,0.104702407,0.07703736,0.182714533,-0.211913679,0.136463977,-0.053691136,0.07013213,0.058339317,-0.078311752,0.164322498,0.16573441,-0.00640553,0.042983184,-0.081698948,0.061977877,-0.143753832,-0.112618651,-0.173448736,0.195094248,-0.048240659,-0.13095169,0.01391608,0.145132437,0.197230902,0.007501274,0.105006389,0.037710793,0.063092194,-0.024304432,0.18059777,0.130214971,0.001104996,-0.129898962,-0.14352066,-0.073145182,P
0.0076489,0.038919961,0.022855317,-0.062399119,-0.113780525,-0.196102586,-0.103124627,0.332278523,-0.133045774,-0.133797114,-0.076655876,-0.162390303,-0.00732333,0.094013533,-0.070161746,-0.080427027,0.010563147,-0.155993164,0.02819931,-0.250010121,0.147318705,-0.035006685,0.014751287,-0.152243243,0.07349866,-0.077129235,-0.060727561,-0.080761007,-0.137915679,0.029633033,0.07674056,0.099642247,0.075905356,-0.099118253,0.026176835,0.085214683,-0.107211854,-0.221429254,0.01687468,-0.266673352,-0.060399864,-0.250120203,-0.02255747,-0.054924885,0.095138624,-0.210628909,-0.156863096,-0.097604975,0.042512669,0.10743421,0.141595091,-0.120543449,0.043689425,0.003527879,0.079611593,0.065828308,-0.040993417,0.038048646,-0.134342735,-0.060525614,0.073155892,0.03105375,0.135368362,0.179103864,-0.18908015,0.03961892,0.105176749,0.118700631,-0.218424893,0.109219339,-0.066010659,0.11298787,0.103628276,-0.074781152,0.15936097,0.156826039,-0.028304521,0.095063841,-0.094667756,0.055009428,-0.146600667,-0.10695754,-0.183843452,0.235497834,-0.048115025,-0.132504357,-0.05251926,0.156865087,0.22078413,0.022544433,0.104533614,0.066179482,0.099526358,-0.009186879,0.151462488,0.051868082,-0.007990142,-0.168727562,-0.149047679,-0.105783499,P
-0.047645552,0.081689881,0.08896769,-0.111210652,-0.106490349,-0.23426459,-0.140574268,0.274127429,-0.111448845,-0.067793302,-0.079418406,-0.199024113,-0.016747044,0.137162968,-0.085039668,-0.123212013,-0.027113552,-0.189040202,0.040928758,-0.253653148,0.162937922,-0.084638891,-0.025094545,-0.085366981,0.038624321,-0.114713391,-0.057759913,-0.159312506,-0.175145076,0.055177722,0.058286898,0.214259674,0.028414965,-0.10324185,0.026504152,0.023772413,-0.145654168,-0.265097292,0.005573471,-0.306019399,-0.04546502,-0.254279208,0.040549421,-0.079517924,0.054361406,-0.184497724,-0.110385423,-0.057160455,0.001728688,0.11865851,0.221123611,-0.154626551,0.011111199,0.071290644,0.058305575,0.016665126,-0.003215608,0.060641709,-0.131517057,-0.008853393,0.13302259,0.034358269,0.087007361,0.175694522,-0.220435395,0.046125461,0.143846125,0.102925171,-0.270471907,0.102988548,-0.114987851,0.067759341,0.092926204,-0.10519882,0.064943317,0.187228956,0.006848917,0.11751577,-0.165653791,-0.001804986,-0.19947294,-0.144135566,-0.210202895,0.181685705,-0.026332315,-0.129975507,-0.129833519,0.192225324,0.241772205,0.027268477,0.066886363,0.034967936,0.124556095,0.004032421,0.205530516,0.074662713,-0.008068881,-0.167843636,-0.18632982,-0.105448826,P
0.034034254,0.022422768,0.025761079,-0.028414559,-0.133140602,-0.177928646,-0.070690462,0.340669234,-0.116303845,-0.14604706,-0.098046115,-0.153483271,0.007925229,0.095151634,-0.056940183,-0.09369126,0.028854488,-0.11028998,0.009175964,-0.303263012,0.129141426,-0.038024295,0.009763514,-0.149140733,0.027900981,-0.013157406,-0.099975425,-0.018153754,-0.161466313,0.022755019,0.10573267,0.08653511,0.122710628,-0.15336739,-0.053577855,0.015275274,-0.136201572,-0.209013497,0.043719039,-0.256126041,-0.01761014,-0.224902697,-0.025379228,0.00264324,0.096905185,-0.141433373,-0.13275396,-0.151184444,0.05379378,0.07993527,0.100674019,-0.112872707,0.002462538,-0.041132999,0.063355847,0.049910178,-0.047582743,0.066138583,-0.126905532,-0.053424351,0.120198174,-0.01538272,0.137510626,0.143056301,-0.153295139,0.077686593,0.063795183,0.142887122,-0.219901801,0.17068369,-0.03328519,0.068861333,0.064569422,-0.081202389,0.203772909,0.173440323,0.007839075,0.049878753,-0.055994864,0.054900326,-0.120762432,-0.105410603,-0.186578708,0.205179877,-0.06038864,-0.141018273,0.028282117,0.145632221,0.174517801,0.008839632,0.09238738,0.026778764,0.048307608,-0.051782538,0.174102309,0.135407288,-0.029852066,-0.125351873,-0.129557215,-0.019516549,P
0.079497461,-0.009083906,0.032673637,0.047118907,-0.118637458,-0.146000578,-0.009665488,0.352732623,-0.123246397,-0.109279916,-0.132019048,-0.173621787,-0.004712296,0.030835145,0.002254487,-0.093249344,0.031656512,-0.040961265,-0.03095061,-0.307377486,0.12420175,0.062255063,0.070784533,-0.152558586,0.036390114,0.014385394,-0.198348685,0.004115062,-0.140514795,-0.045267751,0.064588405,0.048175783,0.121813027,-0.145256573,-0.064146853,0.015629958,-0.04845532,-0.141086404,0.086912905,-0.302139357,0.040111776,-0.30189885,-0.007055892,0.049048124,0.154041396,-0.110773226,-0.156302608,-0.13637454,0.046805686,0.09108781,0.068977117,-0.145244692,-0.038831372,-0.08209947,-0.072063325,0.133765601,-0.011051356,0.073096492,-0.083894588,0.060663047,0.112583142,-0.01452258,0.126287125,0.157161328,-0.116804225,0.158223361,0.013569523,0.180414314,-0.246974672,0.182353622,-0.025984719,-0.022810233,0.036529799,-0.072929017,0.168982313,0.130990939,0.032086461,-0.031995276,-0.084875506,0.073639852,-0.125642446,-0.119414526,-0.1759368,0.212685298,-0.040354371,-0.156290786,0.045156071,0.134168775,0.156999053,-0.057777845,0.137439027,-0.00952021,0.005789233,-0.008176127,0.197904872,0.237005053,-0.057103185,-0.099904719,-0.109278571,-0.047764017,P
0.07408172,0.010848582,0.081836446,-0.004652425,-0.121338815,-0.168011228,-0.049438748,0.344185126,-0.113121289,-0.102958964,-0.127213999,-0.152833968,0.01335033,0.060320512,-0.026487609,-0.095935432,0.023000866,-0.061414345,-0.039516178,-0.329526812,0.120881253,0.014985995,0.042704632,-0.145274777,0.035077171,6.12944E-4,-0.153162653,-0.042872168,-0.173195027,-0.005382912,0.081643669,0.082011586,0.083890846,-0.142580527,-0.049338245,0.023590662,-0.0831972,-0.148715481,0.030080189,-0.275818481,0.01390237,-0.280938716,-0.020150362,0.012994259,0.12074647,-0.145367158,-0.146681841,-0.172856722,0.029765478,0.074830065,0.102292785,-0.149042393,0.011323958,-0.047655556,-0.031895226,0.098290851,-0.029915071,0.074860924,-0.129519693,-0.002359477,0.15411591,-0.058176765,0.127934322,0.109950018,-0.146817735,0.117263641,0.054697373,0.147127837,-0.225141873,0.144081297,-0.058749852,0.047838147,0.026943554,-0.067480286,0.200028174,0.162464224,0.003918803,0.018166273,-0.08427367,0.055524884,-0.116247137,-0.112103127,-0.168341436,0.178711271,-0.056703121,-0.135116432,0.039134398,0.14146779,0.187354292,-0.044551413,0.123762491,0.011075322,0.053008527,-0.004933046,0.167677491,0.194008746,-0.020362551,-0.108124107,-0.149519892,-0.100898473,P
0.039266993,0.029253036,0.040177987,0.001480143,-0.11576638,-0.151812219,-0.042444641,0.352651502,-0.098629843,-0.133702636,-0.14105952,-0.151401996,-0.005546799,0.068786745,-0.013015871,-0.080885657,0.01324602,-0.077653546,-0.026239352,-0.295801694,0.141581494,0.018380664,0.044778742,-0.108876474,0.042399534,-0.015728144,-0.113627695,-0.021843681,-0.142023673,-0.025010396,0.072727444,0.04236993,0.132433398,-0.165097648,-0.066545746,0.001589644,-0.084247297,-0.160675245,0.059358435,-0.259830562,0.018725259,-0.289807983,-0.058280779,0.04878978,0.123831718,-0.138049382,-0.126248931,-0.153539226,0.031444943,0.10531613,0.085639548,-0.161220967,-0.030749563,-0.089882873,-0.013898301,0.111172762,-0.032673637,0.075472344,-0.121734487,-0.008792179,0.105066931,-0.010974357,0.119572595,0.141996191,-0.128934824,0.128712197,0.076656167,0.180946678,-0.210559544,0.196969737,-0.022984469,0.017271388,0.028425891,-0.078047816,0.184445947,0.171400547,0.041859942,0.015269529,-0.064879465,0.063916202,-0.116180063,-0.140296622,-0.179163416,0.172513874,-0.062483514,-0.146693921,0.049532104,0.137201879,0.16545534,-0.056219358,0.116480566,0.01427407,0.023040017,-0.02043927,0.18633559,0.210252088,-0.034664489,-0.134363719,-0.137123042,-0.024341618,P
0.038921751,-0.036485672,0.072127024,-0.013760218,-0.089704947,-0.164514532,-0.056944257,0.338506717,-0.115453126,-0.07043729,-0.091028792,-0.189820134,0.06019497,0.074880762,-0.099102659,-0.076614738,0.034811023,-0.121979004,-0.002516056,-0.31373301,0.13021312,-0.031521302,0.031290766,-0.166778034,0.050097824,-0.0243805,-0.153904896,-0.015484673,-0.167210879,0.005347567,0.059966849,0.143220811,0.086026803,-0.160045299,-0.0391466,0.041823814,-0.087157588,-0.217527279,0.032753062,-0.279674975,-0.020774585,-0.253359441,-0.003232138,-0.043489565,0.119400133,-0.138197428,-0.142192564,-0.091563408,0.085179214,0.131700334,0.112856491,-0.154560152,0.030438141,-0.046067973,-0.004416455,0.072677566,-0.004196037,0.108873772,-0.133568959,0.003801623,0.125322713,-0.041909252,0.159724774,0.137178749,-0.159990662,0.072577698,0.062322926,0.140690185,-0.260565108,0.135749688,-0.078936561,0.047777768,0.034020722,-0.071574403,0.171886748,0.109868098,0.001891156,-0.011178317,-0.060020648,0.033588813,-0.142350684,-0.072328758,-0.187243117,0.219341214,-0.049465264,-0.140663928,0.020844864,0.177425621,0.194047449,0.015396136,0.079267042,0.019776002,0.055803997,-0.023996522,0.219612963,0.130999249,-0.031239653,-0.079196723,-0.157654875,-0.064270465,P
0.010699164,0.076194381,0.076083995,-0.063345634,-0.055143364,-0.195924196,-0.192623261,0.278935249,-0.040136039,-0.054375606,-0.063331405,-0.18707436,-0.01202513,0.165397687,-0.15399898,-0.154256422,-0.111418978,-0.154869117,0.065571228,-0.278575601,0.133533502,-0.15963914,-0.077704435,-0.133578982,0.005496906,-0.125669711,-0.01323327,-0.058050953,-0.232966831,0.053802281,0.03400128,0.201974111,0.080272687,-0.075593661,0.040795428,-0.008309813,-0.216113168,-0.309534161,0.023543697,-0.310076891,-0.027937543,-0.220676019,-0.001397184,-0.104416613,0.032089485,-0.189976706,-0.141914446,-0.098665529,0.057520711,0.075646923,0.164734687,-0.07896328,-0.027897526,0.03729759,0.118561351,0.001999817,-0.073596691,0.030403409,-0.119235677,-0.068020531,0.175728987,0.011692679,0.024883446,0.135245434,-0.19344902,0.040592537,0.080189895,0.059923596,-0.259878283,0.127577063,-0.124330856,0.042853559,0.126331499,-0.098153106,0.108174136,0.185480064,0.00691847,0.084769431,-0.17892685,0.035477154,-0.184769416,-0.137693597,-0.187266012,0.170217725,-0.063848843,-0.176913144,-0.14473978,0.18315492,0.220770619,0.055077239,0.042497837,0.050803531,0.110324855,-0.023124724,0.13780441,0.135409002,-0.025182152,-0.102400842,-0.158898215,-0.044321996,P
